Author,Year,Title,Waterbody_name,Subrep,Latitude_decimal_degrees,Longitude_decimal_degrees,State_or_province,Country,Ecosystem_type,Fig_3_rates,Fig_4_percent,Field_or_Lab,Study_duration,Natural_or_potential,Manipulation_type,Measurement_method,Measurement_quality,Data_reported,Number_rate_estimates,Replicates_total,DNRA_rate_min,DNRA_rate_max,DNRA_rate_mean,DNRA_rate_SE,DNRA_rate_SD,Units_DNRA_rate,Type_units,Units_based_on,DNRA_percent_removal_min,DNRA_percent_removal_max,DNRA_percent_removal_mean,DNRA_percent_removal_SE,DNRA_percent_removal_SD,Total_nitrate_removal_min,Total_nitrate_removal_max,Total_nitrate_removal_mean,Total_nitrate_removal_SE,Units_nitrate_removal,Dominant_controls,Percent_removal_data,Has_N2_N2O_data,Data_pulled_by,Help_or_fix,Notes,N2_N2O_rate_min,N2_N2O_rate_max,N2_N2O_rate_mean,N2_N2O_rate_SE,Units_N2_N2O_rate
Rahman et al.,2019,Factors controlling dissimilatory nitrate reduction processes in constructed stormwater urban wetlands,cascades_on_clyde_wetland_slurry_sample_outlet_01_2015,,-38.101676,145.326825,Melbourne,Australia,constructed_wetland,,no,Lab,December_2014_to_February_2016,potential,15N-NO3-1_addition,isotope_pairing_technique,high,estimated,4,,NA,NA,8.5,1.3,,umol_15NH4+_L-1_slurry_h-1,not_comparable,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,temperature_porewater_Fe2+_chl-a_and_silt content,no,yes,Saraf,Help-not sure lab or field test,Data are presented through bar charts no direct value_so estimated from graphs,,,,,
Rahman et al.,2019,Factors controlling dissimilatory nitrate reduction processes in constructed stormwater urban wetlands,cascades_on_clyde_wetland_slurry_sample_inlet_04_2015,,-38.101676,145.326825,Melbourne,Australia,constructed_wetland,,no,Lab,December_2014_to_February_2016,potential,15N-NO3-1_addition,isotope_pairing_technique,high,estimated,4,,NA,NA,1,0.8,,umol_15NH4+_L-1_slurry_h-1,not_comparable,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,temperature_porewater_Fe2+_chl-a_and_silt content,no,yes,Saraf,Help-not sure lab or field test,Data are presented through bar charts no direct value_so estimated from graphs,,,,,
Rahman et al.,2019,Factors controlling dissimilatory nitrate reduction processes in constructed stormwater urban wetlands,cascades_on_clyde_wetland_slurry_sample_midpoint_04_2015,,-38.101676,145.326825,Melbourne,Australia,constructed_wetland,,no,Lab,December_2014_to_February_2016,potential,15N-NO3-1_addition,isotope_pairing_technique,high,estimated,4,,NA,NA,2.6,1,,umol_15NH4+_L-1_slurry_h-1,not_comparable,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,temperature_porewater_Fe2+_chl-a_and_silt content,no,yes,Saraf,Help-not sure lab or field test,Data are presented through bar charts no direct value_so estimated from graphs,,,,,
Rahman et al.,2019,Factors controlling dissimilatory nitrate reduction processes in constructed stormwater urban wetlands,cascades_on_clyde_wetland_slurry_sample_outlet_04_2015,,-38.101676,145.326825,Melbourne,Australia,constructed_wetland,,no,Lab,December_2014_to_February_2016,potential,15N-NO3-1_addition,isotope_pairing_technique,high,estimated,4,,NA,NA,1,0.9,,umol_15NH4+_L-1_slurry_h-1,not_comparable,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,temperature_porewater_Fe2+_chl-a_and_silt content,no,yes,Saraf,Help-not sure lab or field test,Data are presented through bar charts no direct value_so estimated from graphs,,,,,
Rahman et al.,2019,Factors controlling dissimilatory nitrate reduction processes in constructed stormwater urban wetlands,cascades_on_clyde_wetland_slurry_sample_inlet_02_2016,,-38.101676,145.326825,Melbourne,Australia,constructed_wetland,,no,Lab,December_2014_to_February_2016,potential,15N-NO3-1_addition,isotope_pairing_technique,high,estimated,4,,NA,NA,4.5,0.6,,umol_15NH4+_L-1_slurry_h-1,not_comparable,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,temperature_porewater_Fe2+_chl-a_and_silt content,no,yes,Saraf,Help-not sure lab or field test,Data are presented through bar charts no direct value_so estimated from graphs,,,,,
Rahman et al.,2019,Factors controlling dissimilatory nitrate reduction processes in constructed stormwater urban wetlands,cascades_on_clyde_wetland_slurry_sample_midpoint_02_2016,,-38.101676,145.326825,Melbourne,Australia,constructed_wetland,,no,Lab,December_2014_to_February_2016,potential,15N-NO3-1_addition,isotope_pairing_technique,high,estimated,4,,NA,NA,4.9,0.8,,umol_15NH4+_L-1_slurry_h-1,not_comparable,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,temperature_porewater_Fe2+_chl-a_and_silt content,no,yes,Saraf,Help-not sure lab or field test,Data are presented through bar charts no direct value_so estimated from graphs,,,,,
Rahman et al.,2019,Factors controlling dissimilatory nitrate reduction processes in constructed stormwater urban wetlands,cascades_on_clyde_wetland_slurry_sample_outlet_02_2016,,-38.101676,145.326825,Melbourne,Australia,constructed_wetland,,no,Lab,December_2014_to_February_2016,potential,15N-NO3-1_addition,isotope_pairing_technique,high,estimated,4,,NA,NA,2.5,0.5,,umol_15NH4+_L-1_slurry_h-1,not_comparable,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,temperature_porewater_Fe2+_chl-a_and_silt content,no,yes,Saraf,Help-not sure lab or field test,Data are presented through bar charts no direct value_so estimated from graphs,,,,,
Rahman et al.,2019,Factors controlling dissimilatory nitrate reduction processes in constructed stormwater urban wetlands,koolamara_blvd_wetland_slurry_sample_inlet_12_2014,,-37.898664,145.279795,Melbourne,Australia,constructed_wetland,,no,Lab,December_2014_to_February_2016,potential,15N-NO3-1_addition,isotope_pairing_technique,high,estimated,4,,NA,NA,1.2,0.5,,umol_15NH4+_L-1_slurry_h-1,not_comparable,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,temperature_porewater_Fe2+_chl-a_and_silt content,no,yes,Saraf,Help-not sure lab or field test,Data are presented through bar charts no direct value_so estimated from graphs,,,,,
Rahman et al.,2019,Factors controlling dissimilatory nitrate reduction processes in constructed stormwater urban wetlands,koolamara_blvd_wetland_slurry_sample_midpoint_12_2014,,-37.898664,145.279795,Melbourne,Australia,constructed_wetland,,no,Lab,December_2014_to_February_2016,potential,15N-NO3-1_addition,isotope_pairing_technique,high,estimated,4,,NA,NA,4,1.5,,umol_15NH4+_L-1_slurry_h-1,not_comparable,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,temperature_porewater_Fe2+_chl-a_and_silt content,no,yes,Saraf,Help-not sure lab or field test,Data are presented through bar charts no direct value_so estimated from graphs,,,,,
Rahman et al.,2019,Factors controlling dissimilatory nitrate reduction processes in constructed stormwater urban wetlands,koolamara_blvd_wetland_slurry_sample_outlet_12_2014,,-37.898664,145.279795,Melbourne,Australia,constructed_wetland,,no,Lab,December_2014_to_February_2016,potential,15N-NO3-1_addition,isotope_pairing_technique,high,estimated,4,,NA,NA,4.5,1.2,,umol_15NH4+_L-1_slurry_h-1,not_comparable,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,temperature_porewater_Fe2+_chl-a_and_silt content,no,yes,Saraf,Help-not sure lab or field test,Data are presented through bar charts no direct value_so estimated from graphs,,,,,
Rahman et al.,2019,Factors controlling dissimilatory nitrate reduction processes in constructed stormwater urban wetlands,koolamara_blvd_wetland_slurry_sample_inlet_04_2015,,-37.898664,145.279795,Melbourne,Australia,constructed_wetland,,no,Lab,December_2014_to_February_2016,potential,15N-NO3-1_addition,isotope_pairing_technique,high,estimated,4,,NA,NA,0.7,0.2,,umol_15NH4+_L-1_slurry_h-1,not_comparable,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,temperature_porewater_Fe2+_chl-a_and_silt content,no,yes,Saraf,Help-not sure lab or field test,Data are presented through bar charts no direct value_so estimated from graphs,,,,,
Rahman et al.,2019,Factors controlling dissimilatory nitrate reduction processes in constructed stormwater urban wetlands,koolamara_blvd_wetland_slurry_sample_midpoint_04_2015,,-37.898664,145.279795,Melbourne,Australia,constructed_wetland,,no,Lab,December_2014_to_February_2016,potential,15N-NO3-1_addition,isotope_pairing_technique,high,estimated,4,,NA,NA,1,0.5,,umol_15NH4+_L-1_slurry_h-1,not_comparable,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,temperature_porewater_Fe2+_chl-a_and_silt content,no,yes,Saraf,Help-not sure lab or field test,Data are presented through bar charts no direct value_so estimated from graphs,,,,,
Rahman et al.,2019,Factors controlling dissimilatory nitrate reduction processes in constructed stormwater urban wetlands,koolamara_blvd_wetland_slurry_sample_outlet_04_2015,,-37.898664,145.279795,Melbourne,Australia,constructed_wetland,,no,Lab,December_2014_to_February_2016,potential,15N-NO3-1_addition,isotope_pairing_technique,high,estimated,4,,NA,NA,1.8,0.5,,umol_15NH4+_L-1_slurry_h-1,not_comparable,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,temperature_porewater_Fe2+_chl-a_and_silt content,no,yes,Saraf,Help-not sure lab or field test,Data are presented through bar charts no direct value_so estimated from graphs,,,,,
Rahman et al.,2019,Factors controlling dissimilatory nitrate reduction processes in constructed stormwater urban wetlands,koolamara_blvd_wetland_slurry_sample_inlet_02_2016,,-37.898664,145.279795,Melbourne,Australia,constructed_wetland,,no,Lab,December_2014_to_February_2016,potential,15N-NO3-1_addition,isotope_pairing_technique,high,estimated,4,,NA,NA,1,0.3,,umol_15NH4+_L-1_slurry_h-1,not_comparable,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,temperature_porewater_Fe2+_chl-a_and_silt content,no,yes,Saraf,Help-not sure lab or field test,Data are presented through bar charts no direct value_so estimated from graphs,,,,,
Rahman et al.,2019,Factors controlling dissimilatory nitrate reduction processes in constructed stormwater urban wetlands,koolamara_blvd_wetland_slurry_sample_midpoint_02_2016,,-37.898664,145.279795,Melbourne,Australia,constructed_wetland,,no,Lab,December_2014_to_February_2016,potential,15N-NO3-1_addition,isotope_pairing_technique,high,estimated,4,,NA,NA,3.4,0.5,,umol_15NH4+_L-1_slurry_h-1,not_comparable,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,temperature_porewater_Fe2+_chl-a_and_silt content,no,yes,Saraf,Help-not sure lab or field test,Data are presented through bar charts no direct value_so estimated from graphs,,,,,
Rahman et al.,2019,Factors controlling dissimilatory nitrate reduction processes in constructed stormwater urban wetlands,koolamara_blvd_wetland_slurry_sample_outlet_02_2016,,-37.898664,145.279795,Melbourne,Australia,constructed_wetland,,no,Lab,December_2014_to_February_2016,potential,15N-NO3-1_addition,isotope_pairing_technique,high,estimated,4,,NA,NA,2.8,0.2,,umol_15NH4+_L-1_slurry_h-1,not_comparable,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,temperature_porewater_Fe2+_chl-a_and_silt content,no,yes,Saraf,Help-not sure lab or field test,Data are presented through bar charts no direct value_so estimated from graphs,,,,,
Rahman et al.,2019,Factors controlling dissimilatory nitrate reduction processes in constructed stormwater urban wetlands,namatjira_reserve_wetland_slurry_sample_inlet_01_2015,,-37.935064,145.112558,Melbourne,Australia,constructed_wetland,,no,Lab,December_2014_to_February_2016,potential,15N-NO3-1_addition,isotope_pairing_technique,high,estimated,4,,NA,NA,4.9,1.3,,umol_15NH4+_L-1_slurry_h-1,not_comparable,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,temperature_porewater_Fe2+_chl-a_and_silt content,no,yes,Saraf,Help-not sure lab or field test,Data are presented through bar charts no direct value_so estimated from graphs,,,,,
Rahman et al.,2019,Factors controlling dissimilatory nitrate reduction processes in constructed stormwater urban wetlands,namatjira_reserve_wetland_slurry_sample_midpoint_01_2015,,-37.935064,145.112558,Melbourne,Australia,constructed_wetland,,no,Lab,December_2014_to_February_2016,potential,15N-NO3-1_addition,isotope_pairing_technique,high,estimated,4,,NA,NA,8.5,1,,umol_15NH4+_L-1_slurry_h-1,not_comparable,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,temperature_porewater_Fe2+_chl-a_and_silt content,no,yes,Saraf,Help-not sure lab or field test,Data are presented through bar charts no direct value_so estimated from graphs,,,,,
Rahman et al.,2019,Factors controlling dissimilatory nitrate reduction processes in constructed stormwater urban wetlands,namatjira_reserve_wetland_slurry_sample_outlet_01_2015,,-37.935064,145.112558,Melbourne,Australia,constructed_wetland,,no,Lab,December_2014_to_February_2016,potential,15N-NO3-1_addition,isotope_pairing_technique,high,estimated,4,,NA,NA,4,0.5,,umol_15NH4+_L-1_slurry_h-1,not_comparable,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,temperature_porewater_Fe2+_chl-a_and_silt content,no,yes,Saraf,Help-not sure lab or field test,Data are presented through bar charts no direct value_so estimated from graphs,,,,,
Rahman et al.,2019,Factors controlling dissimilatory nitrate reduction processes in constructed stormwater urban wetlands,namatjira_reserve_wetland_slurry_sample_inlet_05_2015,,-37.935064,145.112558,Melbourne,Australia,constructed_wetland,,no,Lab,December_2014_to_February_2016,potential,15N-NO3-1_addition,isotope_pairing_technique,high,estimated,4,,NA,NA,1,0.5,,umol_15NH4+_L-1_slurry_h-1,not_comparable,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,temperature_porewater_Fe2+_chl-a_and_silt content,no,yes,Saraf,Help-not sure lab or field test,Data are presented through bar charts no direct value_so estimated from graphs,,,,,
Rahman et al.,2019,Factors controlling dissimilatory nitrate reduction processes in constructed stormwater urban wetlands,namatjira_reserve_wetland_slurry_sample_midpoint_05_2015,,-37.935064,145.112558,Melbourne,Australia,constructed_wetland,,no,Lab,December_2014_to_February_2016,potential,15N-NO3-1_addition,isotope_pairing_technique,high,estimated,4,,NA,NA,0.7,0.1,,umol_15NH4+_L-1_slurry_h-1,not_comparable,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,temperature_porewater_Fe2+_chl-a_and_silt content,no,yes,Saraf,Help-not sure lab or field test,Data are presented through bar charts no direct value_so estimated from graphs,,,,,
Rahman et al.,2019,Factors controlling dissimilatory nitrate reduction processes in constructed stormwater urban wetlands,namatjira_reserve_wetland_slurry_sample_outlet_05_2015,,-37.935064,145.112558,Melbourne,Australia,constructed_wetland,,no,Lab,December_2014_to_February_2016,potential,15N-NO3-1_addition,isotope_pairing_technique,high,estimated,4,,NA,NA,3,1,,umol_15NH4+_L-1_slurry_h-1,not_comparable,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,temperature_porewater_Fe2+_chl-a_and_silt content,no,yes,Saraf,Help-not sure lab or field test,Data are presented through bar charts no direct value_so estimated from graphs,,,,,
Rahman et al.,2019,Factors controlling dissimilatory nitrate reduction processes in constructed stormwater urban wetlands,namatjira_reserve_wetland_slurry_sample_inlet_01_2016,,-37.935064,145.112558,Melbourne,Australia,constructed_wetland,,no,Lab,December_2014_to_February_2016,potential,15N-NO3-1_addition,isotope_pairing_technique,high,estimated,4,,NA,NA,2.5,0.5,,umol_15NH4+_L-1_slurry_h-1,not_comparable,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,temperature_porewater_Fe2+_chl-a_and_silt content,no,yes,Saraf,Help-not sure lab or field test,Data are presented through bar charts no direct value_so estimated from graphs,,,,,
Rahman et al.,2019,Factors controlling dissimilatory nitrate reduction processes in constructed stormwater urban wetlands,namatjira_reserve_wetland_slurry_sample_midpoint_01_2016,,-37.935064,145.112558,Melbourne,Australia,constructed_wetland,,no,Lab,December_2014_to_February_2016,potential,15N-NO3-1_addition,isotope_pairing_technique,high,estimated,4,,NA,NA,1,0.3,,umol_15NH4+_L-1_slurry_h-1,not_comparable,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,temperature_porewater_Fe2+_chl-a_and_silt content,no,yes,Saraf,Help-not sure lab or field test,Data are presented through bar charts no direct value_so estimated from graphs,,,,,
Rahman et al.,2019,Factors controlling dissimilatory nitrate reduction processes in constructed stormwater urban wetlands,namatjira_reserve_wetland_slurry_sample_outlet_01_2016,,-37.935064,145.112558,Melbourne,Australia,constructed_wetland,,no,Lab,December_2014_to_February_2016,potential,15N-NO3-1_addition,isotope_pairing_technique,high,estimated,4,,NA,NA,0.6,0.2,,umol_15NH4+_L-1_slurry_h-1,not_comparable,,NA,NA,3,NA,,NA,NA,NA,NA,NA,temperature_porewater_Fe2+_chl-a_and_silt content,yes,yes,Saraf,Help-not sure lab or field test,Data are presented through bar charts no direct value_so estimated from graphs,,,,,
Rahman et al.,2019,Factors controlling dissimilatory nitrate reduction processes in constructed stormwater urban wetlands,HR_CC_KB_NM_wetland_winter_avg_intact_core,,NA,NA,Melbourne,Australia,constructed_wetland,,no,Field,April_2015_to_February_2016,natural,NA,isotope_pairing_technique,high,actual,NA,,NA,NA,NA,NA,,NA,NA,,NA,NA,67,23,,NA,NA,NA,NA,NA,temperature_porewater_Fe2+_chl-a_and_silt content,yes,yes,Saraf,Help-not sure lab or field test,,,,,,
Hernández-del Amo et al.,2020,Changes in the Potential Activity of Nitrite Reducers and the Microbial Community Structure After Sediment Dredging and Plant Removal in the Empuriabrava FWS-CW,Empuriabrava_CW,"before dredging, vegetated",42.22253437,3.098157303,Catalonia,Spain,constructed_wetland,yes,yes,Lab,January_2012_to_December_2013,potential,,,low,estimated,4,12,NA,NA,0.75,NA,NA,ug_N_g-1_h-1,mass,sediment_dry_wt,,,4,0.577350269,2,6.16,,18,,,,DNRA_percent_data,yes,garrett,,,,,,,
Hernández-del Amo et al.,2020,Changes in the Potential Activity of Nitrite Reducers and the Microbial Community Structure After Sediment Dredging and Plant Removal in the Empuriabrava FWS-CW,Empuriabrava_CW,"before dredging, unvegetated",42.22253437,3.098157303,Catalonia,Spain,constructed_wetland,yes,yes,Lab,January_2012_to_December_2013,potential,,,low,estimated,1,3,NA,NA,0.5,NA,NA,ug_N_g-1_h-1,mass,sediment_dry_wt,,NA,2,0.577350269,1,,49.7,12,NA,NA,NA,DNRA_percent_data,yes,garrett,help,,,,,,
Hernández-del Amo et al.,2020,Changes in the Potential Activity of Nitrite Reducers and the Microbial Community Structure After Sediment Dredging and Plant Removal in the Empuriabrava FWS-CW,Empuriabrava_CW,"after dredging, vegetated",42.22253437,3.098157303,Catalonia,Spain,constructed_wetland,yes,yes,Lab,January_2012_to_December_2013,potential,,,low,estimated,3,9,NA,NA,2,NA,NA,ug_N_g-1_h-1,mass,sediment_dry_wt,,NA,40,8.666666667,26,,,3,NA,NA,NA,DNRA_percent_data,yes,garrett,help,,,,,,
Hernández-del Amo et al.,2020,Changes in the Potential Activity of Nitrite Reducers and the Microbial Community Structure After Sediment Dredging and Plant Removal in the Empuriabrava FWS-CW,Empuriabrava_CW,"after dredging, unvegetated",42.22253437,3.098157303,Catalonia,Spain,constructed_wetland,yes,yes,Lab,January_2012_to_December_2013,potential,,,low,estimated,4,12,NA,NA,3,NA,NA,ug_N_g-1_h-1,mass,sediment_dry_wt,,NA,72,13.27905619,46,1.68,1.68,4,NA,NA,NA,DNRA_percent_data,yes,garrett,help,,,,,,
Tomazek and Rokosz,2007,"Rates of Dissimilatory Nitrate Reduction to Ammonium in Two Polish Reservoirs: Impacts of Temperature, Organic Matter Content, and Nitrate Concentration",Rzeszów_Reservoir,,50.01683611,21.9985,Rzeszów,Poland,reservoir,yes,no,Lab,april_to_november,potential,15N-NO3-1_addition,isotope_pairing_technique,high,actual,4,,0.2,41.1,11.17,NA,,umol_N_m-2_h-1,areal,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,temperature_OM_content_in_sediment,unknown,no,morgan,,,,,,,
Tomazek and Rokosz,2007,"Rates of Dissimilatory Nitrate Reduction to Ammonium in Two Polish Reservoirs: Impacts of Temperature, Organic Matter Content, and Nitrate Concentration",Solina_Reservoir,,49.32607778,22.46189167,Solina,Poland,reservoir,yes,no,Lab,april_to_november,potential,15N-NO3-1_addition,isotope_pairing_technique,high,actual,4,,0.1,25.8,6.5,NA,,umol_N_m-2_h-1,areal,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,temperature_OM_content_in_sediment,unknown,no,morgan,,,,,,,
Gruca-Rokosz et al.,2009,Competitive of Dissimilatory Nitrate Reduction Processes in Bottom Sediment of Rzeszów Reservoir,Rzeszów_Reservoir,,50.01683611,21.9985,Rzeszów,Poland,reservoir,yes,no,Lab,2002_to_2003,potential,15N-NO3-1_addition,isotope_pairing_technique,high,actual,4,,0.2,41.1,11.3,NA,,umol_N_m-2_h-1,areal,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,temperature_OM_content_C_N_ratio_in_sediment,unknown,yes,morgan,,This paper was suuuper similar to tomazek and Rokosz,,,,,
Burgin et al,2012,Denitrification by Sulfer-Oxidizing Baceria in a Eutrophic Lake,Wintergreen_Lake,,42.39760278,-85.3853,Michigan,USA,lake,,yes,Lab,21_august_2006_to_25_august_2006,potential,15N-NO3-1_addition,isotope_pairing_technique,high,actual,NA,,NA,NA,NA,NA,,NA,NA,,1,15,NA,NA,,NA,NA,NA,NA,NA,H2S,DNRA_percent_data,yes,morgan,,,,,,,
