Author,Year,Title,Waterbody_name,Subrep,Latitude_decimal_degrees,Longitude_decimal_degrees,State_or_province,Country,Ecosystem_type,Fig_3_rates,Fig_4_percent,Field_or_Lab,Study_duration,Natural_or_potential,Manipulation_type,Measurement_method,Measurement_quality,Data_reported,Number_rate_estimates,Replicates_total,DNRA_rate_min,DNRA_rate_max,DNRA_rate_mean,DNRA_rate_SE,DNRA_rate_SD,Units_DNRA_rate,Type_units,Units_based_on,DNRA_percent_removal_min,DNRA_percent_removal_max,DNRA_percent_removal_mean,DNRA_percent_removal_SE,DNRA_percent_removal_SD,Total_nitrate_removal_min,Total_nitrate_removal_max,Total_nitrate_removal_mean,Total_nitrate_removal_SE,Units_nitrate_removal,Dominant_controls,Percent_removal_data,Has_N2_N2O_data,Data_pulled_by,Help_or_fix,Notes,N2_N2O_rate_min,N2_N2O_rate_max,N2_N2O_rate_mean,N2_N2O_rate_SE,Units_N2_N2O_rate
Zhao et al,2020,"Survey of Dissimilatory Nitrat Reduction to Ammonium Microbial Community at National Wetland of Shanghai, China",Wusong_Paotaiwan_Wetlands_Forest_Park,,31.39559444,121.5078444,Shanghai,China,constructed_wetland,yes,yes,Lab,september_2017,potential,15N-NO3-1_addition,isotope_pairing_technique,high,actual,5,,0.13,0.44,0.256,NA,,umol_N_kg-1_h-1,mass,sediment_dry_wt,1.56,7.47,3.7,NA,,NA,NA,NA,NA,NA,NO3-_availability_organic_oarbon_loading_temperature_availablility_of_reduce_agents-sulfide_or_ironIII,DNRA_percent_data,yes,morgan,,,,,,,
Scott et al,2008,"Denitrification, Dissimilatory Nitrate Reduction to Ammonium, and Nitrogen Fixation Along a Nitrate Concentration Gradient in a Created Freshwater Wetland",Lake_Waco_Wetland,,31.60636944,-97.30170833,Waco,Texas,constructed_wetland,yes,no,Lab,january_2005_to_july_2005,potential,15N-NO3-1_addition,isotope_pairing_technique,high,actual,4,,1.3,33,NA,NA,,umol_N_m-2_h-1,areal,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,SOD_NO3-,unknown,yes,morgan,,,,,,,
Jahangir et al.,2020,Application of 15N tracing for estimating nitrogen cycle processes in soils of a constructed wetland,Unnamed_wetland,,52.174012,-7.259888,Munster,Ireland,Constructed_wetland,,no,Lab,January_2013_to_December_2014,,,,,,,,,,,,,,NA,,,,,,,,,,,,,unknown,no,morgan,help,Not positive that this paper shows DNRA specific information? There is discussion of different nitrogen cycle pathways but DNRA is not specifically mentioned or measured,,,,,
Hernández-del Amo and Bañeras,2021,Effects of high nitrate input in the denitrification-DNRA activities in the sediment of a constructed wetland under varying C/N ratios,Empuriabrava_CW_day0_TOC/TN_6.02,,42.22253437,3.098157303,Catalonia,Spain,constructed_wetland,,no,Lab,January_2015,potential,NA,NA,low,actual,3,,,NA,6.63,1.82,,ug_N/L_h,not_comparable,,NA,NA,NA,NA,,NA,NA,11.73,5.36,NA,NA,total_removal_data,no,garrett,,,,,,,
Hernández-del Amo and Bañeras,2021,Effects of high nitrate input in the denitrification-DNRA activities in the sediment of a constructed wetland under varying C/N ratios,Empuriabrava_CW_day0_TOC/TN_4.87,,42.22253437,3.098157303,Catalonia,Spain,constructed_wetland,,no,Lab,January_2015,potential,NA,NA,low,actual,3,,,NA,9.23,0.25,,ug_N/L_h,not_comparable,,NA,NA,NA,NA,,NA,NA,14.83,5.14,NA,NA,total_removal_data,no,garrett,,,,,,,
Hernández-del Amo and Bañeras,2021,Effects of high nitrate input in the denitrification-DNRA activities in the sediment of a constructed wetland under varying C/N ratios,Empuriabrava_CW_day0_TOC/TN_3.49,,42.22253437,3.098157303,Catalonia,Spain,constructed_wetland,,no,Lab,January_2015,potential,NA,NA,low,actual,3,,,NA,8.17,0.91,,ug_N/L_h,not_comparable,,NA,NA,NA,NA,,NA,NA,15.3,5.31,NA,NA,total_removal_data,no,garrett,,,,,,,
Hernández-del Amo and Bañeras,2021,Effects of high nitrate input in the denitrification-DNRA activities in the sediment of a constructed wetland under varying C/N ratios,Empuriabrava_CW_day19_TOC/TN_1.44,,42.22253437,3.098157303,Catalonia,Spain,constructed_wetland,,no,Lab,January_2015,potential,NA,NA,low,actual,3,,,NA,-6.6,4.95,,ug_N/L_h,not_comparable,,NA,NA,13,8.7,,NA,NA,-3.17,0.71,NA,NA,total_removal_data,no,garrett,,,,,,,
Hernández-del Amo and Bañeras,2021,Effects of high nitrate input in the denitrification-DNRA activities in the sediment of a constructed wetland under varying C/N ratios,Empuriabrava_CW_day19_TOC/TN_0.96,,42.22253437,3.098157303,Catalonia,Spain,constructed_wetland,,no,Lab,January_2015,potential,NA,NA,low,actual,3,,,NA,2.95,2.19,,ug_N/L_h,not_comparable,,NA,NA,17.9,18.6,,NA,NA,-1.85,1.34,NA,NA,total_removal_data,no,garrett,,,,,,,
Hernández-del Amo and Bañeras,2021,Effects of high nitrate input in the denitrification-DNRA activities in the sediment of a constructed wetland under varying C/N ratios,Empuriabrava_CW_day19_TOC/TN_0.72,,42.22253437,3.098157303,Catalonia,Spain,constructed_wetland,,no,Lab,January_2015,potential,NA,NA,low,actual,3,,,NA,5.63,2.31,,ug_N/L_h,not_comparable,,NA,NA,22.9,10.9,,NA,NA,-3.1,1.9,NA,NA,total_removal_data,no,garrett,,,,,,,
Hernández-del Amo and Bañeras,2021,Effects of high nitrate input in the denitrification-DNRA activities in the sediment of a constructed wetland under varying C/N ratios,Empuriabrava_CW_day47_TOC/TN_1.24,,42.22253437,3.098157303,Catalonia,Spain,constructed_wetland,,no,Lab,January_2015,potential,NA,NA,low,actual,3,,,NA,-2.43,0.47,,ug_N/L_h,not_comparable,,NA,NA,NA,NA,,NA,NA,-2.27,1.93,NA,NA,total_removal_data,no,garrett,,,,,,,
Hernández-del Amo and Bañeras,2021,Effects of high nitrate input in the denitrification-DNRA activities in the sediment of a constructed wetland under varying C/N ratios,Empuriabrava_CW_day47_TOC/TN_0.95,,42.22253437,3.098157303,Catalonia,Spain,constructed_wetland,,no,Lab,January_2015,potential,NA,NA,low,actual,3,,,NA,-2.77,0.38,,ug_N/L_h,not_comparable,,NA,NA,NA,NA,,NA,NA,-3.57,2.48,NA,NA,total_removal_data,no,garrett,,,,,,,
Hernández-del Amo and Bañeras,2021,Effects of high nitrate input in the denitrification-DNRA activities in the sediment of a constructed wetland under varying C/N ratios,Empuriabrava_CW_day47_TOC/TN_0.73,,42.22253437,3.098157303,Catalonia,Spain,constructed_wetland,,no,Lab,January_2015,potential,NA,NA,low,actual,3,,,NA,-0.1,0.14,,ug_N/L_h,not_comparable,,NA,NA,NA,NA,,NA,NA,-0.4,0.14,NA,NA,total_removal_data,no,garrett,,,,,,,
Hernández-del Amo and Bañeras,2021,Effects of high nitrate input in the denitrification-DNRA activities in the sediment of a constructed wetland under varying C/N ratios,Empuriabrava_CW_day74_TOC/TN_1.71,,42.22253437,3.098157303,Catalonia,Spain,constructed_wetland,,no,Lab,January_2015,potential,NA,NA,low,actual,3,,,NA,5.5,0.56,,ug_N/L_h,not_comparable,,NA,NA,28.9,5.7,,NA,NA,-3.4,1.28,NA,NA,total_removal_data,no,garrett,,,,,,,
Hernández-del Amo and Bañeras,2021,Effects of high nitrate input in the denitrification-DNRA activities in the sediment of a constructed wetland under varying C/N ratios,Empuriabrava_CW_day74_TOC/TN_1.10,,42.22253437,3.098157303,Catalonia,Spain,constructed_wetland,,no,Lab,January_2015,potential,NA,NA,low,actual,3,,,NA,2.6,0.7,,ug_N/L_h,not_comparable,,NA,NA,13,5.1,,NA,NA,-2.73,1.21,NA,NA,total_removal_data,no,garrett,,,,,,,
Hernández-del Amo and Bañeras,2021,Effects of high nitrate input in the denitrification-DNRA activities in the sediment of a constructed wetland under varying C/N ratios,Empuriabrava_CW_day74_TOC/TN_0.85,,42.22253437,3.098157303,Catalonia,Spain,constructed_wetland,,no,Lab,January_2015,potential,NA,NA,low,actual,3,,,NA,3.17,0.6,,ug_N/L_h,not_comparable,,NA,NA,17.37,1.6,,NA,NA,-1.87,0.93,NA,NA,total_removal_data,no,garrett,,,,,,,
Wang et al.,2018,Microbial Nitrogen Cycle Hotspots in the Plant-Bed/Ditch System of a Constructed Wetland with N2O Mitigation,Shijiuyang Constructed Wetland,outer_channel,30.2655,120.1536,Zhejiang Province,China,constructed_wetland,yes,yes,Field,"For five years, no start or end date ",potential,slurry_measurement,"was assessed as the 15NH4 + production rate, converting 15NH4 + to 30N2 with hypobromite.",high,actual,3,3,NA,NA,2.85,0.080829038,0.14,nmol_N_g-1_h-1,mass,sediment_dry_wt,,,26.5,,,,,,,,,DNRA_percent_data,no,Bianca ,help,NA,3.72 ± 0.19,NA,NA,NA,
Wang et al.,2018,Microbial Nitrogen Cycle Hotspots in the Plant-Bed/Ditch System of a Constructed Wetland with N2O Mitigation,Shijiuyang Constructed Wetland,inner_ditch,30.2655,120.1536,Zhejiang Province,China,constructed_wetland,yes,yes,Field,"For five years, no start or end date ",potential,slurry_measurement,"was assessed as the 15NH4 + production rate, converting 15NH4 + to 30N2 with hypobromite.",high,actual,3,3,NA,NA,16.5,0.479200723,0.83,nmol_N_g-1_h-1,mass,sediment_dry_wt,,,30.5,,,,,,,,,DNRA_percent_data,,Bianca ,,,,,,,
Wang et al.,2018,Microbial Nitrogen Cycle Hotspots in the Plant-Bed/Ditch System of a Constructed Wetland with N2O Mitigation,Shijiuyang Constructed Wetland,ditch_fringe,30.2655,120.1536,Zhejiang Province,China,constructed_wetland,yes,yes,Field,"For five years, no start or end date ",potential,slurry_measurement,"was assessed as the 15NH4 + production rate, converting 15NH4 + to 30N2 with hypobromite.",high,actual,3,3,NA,NA,28.69,0.825610885,1.43,nmol_N_g-1_h-1,mass,sediment_dry_wt,,,32.1,,,,,,,,,DNRA_percent_data,,Bianca ,,,,,,,
Burgin and Hamilton,2008,NO₃⁻-driven SO₄²⁻ production in freshwater ecosystems: Implications for N and S cycling,lakes_multiple,,42.39716667,-85.38235278,Michigan,USA,3 lakes,,yes,Field,2005_unknown-month,potential,nitrate_addition,15N-labeled-nitrate_push-pull,high,actual,9,,NA,NA,NA,NA,,NA,NA,,0.5,42,NA,NA,,NA,NA,NA,NA,NA,"SW_NO3-,SW_NH4+,PW_H2S",DNRA_percent_data,yes,Aaron,NA,NA,NA,NA,NA,NA,NA
Burgin and Hamilton,2008,NO₃⁻-driven SO₄²⁻ production in freshwater ecosystems: Implications for N and S cycling,streams_multiple,,42.27461111,-85.61349722,Michigan,USA,3 streams,,yes,Field,2005_unknown-month,potential,nitrate_addition,15N-labeled-nitrate_push-pull,high,actual,9,,NA,NA,NA,NA,,NA,NA,,3.5,37,NA,NA,,NA,NA,NA,NA,NA,"SW_NO3-,SW_NH4+,PW_H2S",DNRA_percent_data,yes,Aaron,NA,NA,NA,NA,NA,NA,NA
Burgin and Hamilton,2008,NO₃⁻-driven SO₄²⁻ production in freshwater ecosystems: Implications for N and S cycling,wetlands_multiple,,42.40541667,-85.40199444,Michigan,USA,3 wetlands,,yes,Field,2005_unknown-month,potential,nitrate_addition,15N-labeled-nitrate_push-pull,high,estimated,9,,NA,NA,NA,NA,,NA,NA,,0.5,110,NA,NA,,NA,NA,NA,NA,NA,"SW_NO3-,SW_NH4+,PW_H2S",DNRA_percent_data,yes,Aaron,NA,NA,NA,NA,NA,NA,NA
Rahman et al.,2019,"Role of organic carbon, nitrate and ferrous iron on the partitioning between denitrification and DNRA in constructed stormwater urban wetlands",Huntingdale_CW_lowNO3_control,,-37.840935,144.946457,Melbourne,Australia,constructed_wetland,,no,Lab,April_2015_to_February_2016,potential,15N-NO3-1_addition,15N-assay,low,estimated,NA,,NA,NA,0.25,,,umol_15NH4+_L-1_slurry_h-1,not_comparable,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,no,no,Garrett,,,,,,,
Rahman et al.,2019,"Role of organic carbon, nitrate and ferrous iron on the partitioning between denitrification and DNRA in constructed stormwater urban wetlands",Huntingdale_CW_lowNO3_acetate,,-37.840935,144.946457,Melbourne,Australia,constructed_wetland,,no,Lab,April_2015_to_February_2016,potential,15N-NO3-1_addition,15N-assay,low,estimated,NA,,NA,NA,0.75,,,umol_15NH4+_L-1_slurry_h-1,not_comparable,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,no,no,Garrett,,,,,,,
Rahman et al.,2019,"Role of organic carbon, nitrate and ferrous iron on the partitioning between denitrification and DNRA in constructed stormwater urban wetlands",Huntingdale_CW_lowNO3_NOC,,-37.840935,144.946457,Melbourne,Australia,constructed_wetland,,no,Lab,April_2015_to_February_2016,potential,15N-NO3-1_addition,15N-assay,low,estimated,NA,,NA,NA,0.6,,,umol_15NH4+_L-1_slurry_h-1,not_comparable,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,no,no,Garrett,,,,,,,
Rahman et al.,2019,"Role of organic carbon, nitrate and ferrous iron on the partitioning between denitrification and DNRA in constructed stormwater urban wetlands",Namatijara_CW_lowNO3_control,,-37.840935,144.946457,Melbourne,Australia,constructed_wetland,,no,Lab,April_2015_to_February_2016,potential,15N-NO3-1_addition,15N-assay,low,estimated,NA,,NA,NA,1,,,umol_15NH4+_L-1_slurry_h-1,not_comparable,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,no,no,Garrett,,,,,,,
Rahman et al.,2019,"Role of organic carbon, nitrate and ferrous iron on the partitioning between denitrification and DNRA in constructed stormwater urban wetlands",Namatijara_CW_lowNO3_acetate,,-37.840935,144.946457,Melbourne,Australia,constructed_wetland,,no,Lab,April_2015_to_February_2016,potential,15N-NO3-1_addition,15N-assay,low,estimated,NA,,NA,NA,1.1,,,umol_15NH4+_L-1_slurry_h-1,not_comparable,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,no,no,Garrett,,,,,,,
Rahman et al.,2019,"Role of organic carbon, nitrate and ferrous iron on the partitioning between denitrification and DNRA in constructed stormwater urban wetlands",Namatijara_CW_lowNO3_NOC,,-37.840935,144.946457,Melbourne,Australia,constructed_wetland,,no,Lab,April_2015_to_February_2016,potential,15N-NO3-1_addition,15N-assay,low,estimated,NA,,NA,NA,1.09,,,umol_15NH4+_L-1_slurry_h-1,not_comparable,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,no,no,Garrett,,,,,,,
Rahman et al.,2019,"Role of organic carbon, nitrate and ferrous iron on the partitioning between denitrification and DNRA in constructed stormwater urban wetlands",Koolmara_CW_lowNO3_control,,-37.840935,144.946457,Melbourne,Australia,constructed_wetland,,no,Lab,April_2015_to_February_2016,potential,15N-NO3-1_addition,15N-assay,low,estimated,NA,,NA,NA,0.5,,,umol_15NH4+_L-1_slurry_h-1,not_comparable,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,no,no,Garrett,,,,,,,
Rahman et al.,2019,"Role of organic carbon, nitrate and ferrous iron on the partitioning between denitrification and DNRA in constructed stormwater urban wetlands",Koolmara_CW_lowNO3_acetate,,-37.840935,144.946457,Melbourne,Australia,constructed_wetland,,no,Lab,April_2015_to_February_2016,potential,15N-NO3-1_addition,15N-assay,low,estimated,NA,,NA,NA,0.75,,,umol_15NH4+_L-1_slurry_h-1,not_comparable,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,no,no,Garrett,,,,,,,
Rahman et al.,2019,"Role of organic carbon, nitrate and ferrous iron on the partitioning between denitrification and DNRA in constructed stormwater urban wetlands",Koolmara_CW_lowNO3_NOC,,-37.840935,144.946457,Melbourne,Australia,constructed_wetland,,no,Lab,April_2015_to_February_2016,potential,15N-NO3-1_addition,15N-assay,low,estimated,NA,,NA,NA,0.9,,,umol_15NH4+_L-1_slurry_h-1,not_comparable,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,no,no,Garrett,,,,,,,
Rahman et al.,2019,"Role of organic carbon, nitrate and ferrous iron on the partitioning between denitrification and DNRA in constructed stormwater urban wetlands",Cascades_CW_lowNO3_control,,-37.840935,144.946457,Melbourne,Australia,constructed_wetland,,no,Lab,April_2015_to_February_2016,potential,15N-NO3-1_addition,15N-assay,low,estimated,NA,,NA,NA,0.5,,,umol_15NH4+_L-1_slurry_h-1,not_comparable,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,no,no,Garrett,,,,,,,
Rahman et al.,2019,"Role of organic carbon, nitrate and ferrous iron on the partitioning between denitrification and DNRA in constructed stormwater urban wetlands",Cascades_CW_lowNO3_acetate,,-37.840935,144.946457,Melbourne,Australia,constructed_wetland,,no,Lab,April_2015_to_February_2016,potential,15N-NO3-1_addition,15N-assay,low,estimated,NA,,NA,NA,1,,,umol_15NH4+_L-1_slurry_h-1,not_comparable,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,no,no,Garrett,,,,,,,
Rahman et al.,2019,"Role of organic carbon, nitrate and ferrous iron on the partitioning between denitrification and DNRA in constructed stormwater urban wetlands",Cascades_CW_lowNO3_NOC,,-37.840935,144.946457,Melbourne,Australia,constructed_wetland,,no,Lab,April_2015_to_February_2016,potential,15N-NO3-1_addition,15N-assay,low,estimated,NA,,NA,NA,0.6,,,umol_15NH4+_L-1_slurry_h-1,not_comparable,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,no,no,Garrett,,,,,,,
Rahman et al.,2019,"Role of organic carbon, nitrate and ferrous iron on the partitioning between denitrification and DNRA in constructed stormwater urban wetlands",Huntingdale_CW_highNO3_control,,-37.840935,144.946457,Melbourne,Australia,constructed_wetland,,no,Lab,April_2015_to_February_2016,potential,15N-NO3-1_addition,15N-assay,low,estimated,NA,,NA,NA,2,,,umol_15NH4+_L-1_slurry_h-1,not_comparable,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,no,no,Garrett,,,,,,,
Rahman et al.,2019,"Role of organic carbon, nitrate and ferrous iron on the partitioning between denitrification and DNRA in constructed stormwater urban wetlands",Huntingdale_CW_highNO3_acetate,,-37.840935,144.946457,Melbourne,Australia,constructed_wetland,,no,Lab,April_2015_to_February_2016,potential,15N-NO3-1_addition,15N-assay,low,estimated,NA,,NA,NA,2.2,,,umol_15NH4+_L-1_slurry_h-1,not_comparable,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,no,no,Garrett,,,,,,,
Rahman et al.,2019,"Role of organic carbon, nitrate and ferrous iron on the partitioning between denitrification and DNRA in constructed stormwater urban wetlands",Huntingdale_CW_highNO3_NOC,,-37.840935,144.946457,Melbourne,Australia,constructed_wetland,,no,Lab,April_2015_to_February_2016,potential,15N-NO3-1_addition,15N-assay,low,estimated,NA,,NA,NA,2.5,,,umol_15NH4+_L-1_slurry_h-1,not_comparable,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,no,no,Garrett,,,,,,,
Rahman et al.,2019,"Role of organic carbon, nitrate and ferrous iron on the partitioning between denitrification and DNRA in constructed stormwater urban wetlands",Namatijara_CW_highNO3_control,,-37.840935,144.946457,Melbourne,Australia,constructed_wetland,,no,Lab,April_2015_to_February_2016,potential,15N-NO3-1_addition,15N-assay,low,estimated,NA,,NA,NA,3,,,umol_15NH4+_L-1_slurry_h-1,not_comparable,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,no,no,Garrett,,,,,,,
Rahman et al.,2019,"Role of organic carbon, nitrate and ferrous iron on the partitioning between denitrification and DNRA in constructed stormwater urban wetlands",Namatijara_CW_highNO3_acetate,,-37.840935,144.946457,Melbourne,Australia,constructed_wetland,,no,Lab,April_2015_to_February_2016,potential,15N-NO3-1_addition,15N-assay,low,estimated,NA,,NA,NA,7,,,umol_15NH4+_L-1_slurry_h-1,not_comparable,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,no,no,Garrett,,,,,,,
Rahman et al.,2019,"Role of organic carbon, nitrate and ferrous iron on the partitioning between denitrification and DNRA in constructed stormwater urban wetlands",Namatijara_CW_highNO3_NOC,,-37.840935,144.946457,Melbourne,Australia,constructed_wetland,,no,Lab,April_2015_to_February_2016,potential,15N-NO3-1_addition,15N-assay,low,estimated,NA,,NA,NA,10,,,umol_15NH4+_L-1_slurry_h-1,not_comparable,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,no,no,Garrett,,,,,,,
Rahman et al.,2019,"Role of organic carbon, nitrate and ferrous iron on the partitioning between denitrification and DNRA in constructed stormwater urban wetlands",Koolmara_CW_highNO3_control,,-37.840935,144.946457,Melbourne,Australia,constructed_wetland,,no,Lab,April_2015_to_February_2016,potential,15N-NO3-1_addition,15N-assay,low,estimated,NA,,NA,NA,2.5,,,umol_15NH4+_L-1_slurry_h-1,not_comparable,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,no,no,Garrett,,,,,,,
Rahman et al.,2019,"Role of organic carbon, nitrate and ferrous iron on the partitioning between denitrification and DNRA in constructed stormwater urban wetlands",Koolmara_CW_highNO3_acetate,,-37.840935,144.946457,Melbourne,Australia,constructed_wetland,,no,Lab,April_2015_to_February_2016,potential,15N-NO3-1_addition,15N-assay,low,estimated,NA,,NA,NA,3,,,umol_15NH4+_L-1_slurry_h-1,not_comparable,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,no,no,Garrett,,,,,,,
Rahman et al.,2019,"Role of organic carbon, nitrate and ferrous iron on the partitioning between denitrification and DNRA in constructed stormwater urban wetlands",Koolmara_CW_highNO3_NOC,,-37.840935,144.946457,Melbourne,Australia,constructed_wetland,,no,Lab,April_2015_to_February_2016,potential,15N-NO3-1_addition,15N-assay,low,estimated,NA,,NA,NA,9,,,umol_15NH4+_L-1_slurry_h-1,not_comparable,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,no,no,Garrett,,,,,,,
Rahman et al.,2019,"Role of organic carbon, nitrate and ferrous iron on the partitioning between denitrification and DNRA in constructed stormwater urban wetlands",Cascades_CW_highNO3_control,,-37.840935,144.946457,Melbourne,Australia,constructed_wetland,,no,Lab,April_2015_to_February_2016,potential,15N-NO3-1_addition,15N-assay,low,estimated,NA,,NA,NA,4,,,umol_15NH4+_L-1_slurry_h-1,not_comparable,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,no,no,Garrett,,,,,,,
Rahman et al.,2019,"Role of organic carbon, nitrate and ferrous iron on the partitioning between denitrification and DNRA in constructed stormwater urban wetlands",Cascades_CW_highNO3_acetate,,-37.840935,144.946457,Melbourne,Australia,constructed_wetland,,no,Lab,April_2015_to_February_2016,potential,15N-NO3-1_addition,15N-assay,low,estimated,NA,,NA,NA,8,,,umol_15NH4+_L-1_slurry_h-1,not_comparable,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,no,no,Garrett,,,,,,,
Rahman et al.,2019,"Role of organic carbon, nitrate and ferrous iron on the partitioning between denitrification and DNRA in constructed stormwater urban wetlands",Cascades_CW_highNO3_NOC,,-37.840935,144.946457,Melbourne,Australia,constructed_wetland,,no,Lab,April_2015_to_February_2016,potential,15N-NO3-1_addition,15N-assay,low,estimated,,,,,17,,,umol_15NH4+_L-1_slurry_h-1,not_comparable,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,no,no,Garrett,,,,,,,
